id,name,card_no,card_provider,shop_no,shop_name,loc,prd_name,price,result,txdate
hyeonjungim,ê¹±í_,2.71274E+15,VISA 16 digit,24897119,ì£_ª¨C&C,"37.5223, 126.8944",__,3000,¹ì_,2022.11.29 5:29
yeonggil93,ë°±ì_,4.15769E+15,JCB 15 digit,25710253,ë²__ë¹__¤ì_,"37.5538, 127.0094",ì£¼ë¬¸¬ì_,7000,¹ì_,2022.12.2 21:25
jeongsuno,ê¶__,4.0832E+15,Diners Club / Carte Blanche,16450772,µì_ë§¥ì£¼,"37.5656, 126.9652",ë¯¸ì_ë£(ì»¤í_),5000,¹ì_,2022.11.30 22:54
hyeonsugan,_ì§,4.26557E+12,VISA 13 digit,11889872,ê°____,"37.5062, 127.005",_°©¤ë¦¬ë°±ì_,50000,¹ì_,2022.11.30 6:53
jeongsunhwang,¨ì_,4.44698E+12,Discover,22116520,__,"37.5329, 126.9596",ì§¬ë_,4000,¹ì_,2022.11.30 18:28
ujingim,ê¶__,4.15592E+18,VISA 16 digit,16583238,ì¹__,"37.5444, 127.0526",ë¹__ë°,4000,¹ì_,2022.11.30 11:30
minjunno,´ì_,3.56341E+15,Mastercard,25550349,_ê¹ì¹___,"37.5426, 127.1311",ì¹¼êµ­,3000,¹ì_,2022.12.3 12:27
juweongim,ìµ_,4.9164E+15,Mastercard,20076482,´ë___ë£¨ì___ë²_,"37.525, 126.939",¤ë_ ë©__,5000,¹ì_,2022.11.29 23:00
caeweongim,__,4.84618E+15,VISA 19 digit,24647896,ì§__¬ë³´µí_,"37.5172, 126.8712",¹êµ¬´ì_ë£ 10ë¶__,1200,¹ì_,2022.12.4 6:53
cgim,¤ë_,3.51658E+15,VISA 13 digit,11989722,ê¸ë¡_¦¬__,"37.6213, 127.0224",__ë©,4000,¹ì_,2022.12.4 1:12
oson,__ì²,3.02264E+13,Maestro,12124976,__¤ì_,"37.4936, 126.9556",ë¯¸ì_ë£(ì»¤í_),6000,¹ì_,2022.12.2 7:56
iyeongil,ë¥_,4.05618E+15,VISA 16 digit,24295047,__ì¹0625,"37.6564, 127.0617",´ë¬¼__ì°__,6000,¹ì_,2022.11.29 3:03
yujeonghyi,_,3.01361E+13,VISA 13 digit,21886450,__ì´,"37.4724, 126.8986",ì»¤ë_+¼ì_(¸ì_),15000,¹ì_,2022.12.2 16:51
minseo00,ê¹_,3.64212E+13,VISA 19 digit,16322239,ë§____ì£¼ì_,"37.5598, 126.9172",ì»¤í_,6000,¹ì_,2022.12.5 12:12
ueunyeong,´ì_ì²,3.58524E+15,Maestro,11916184,¬ë___ì¹´í___,"37.5125, 126.9399",ì¹¡ë¬¼_©´,7000,¹ì_,2022.11.30 8:21
jeongja55,´ì_,3.51819E+15,Discover,12039647,ì§__,"37.6406, 127.0165",¼ê²¹(200g),13000,¹ì_,2022.12.3 14:40
junyeongbag,__,3.0029E+13,Diners Club / Carte Blanche,24041098,¥ì_´ì_,"37.5894, 127.0802",__,11000,¹ì_,2022.12.1 5:52
ajang,´ì_,4.29879E+12,JCB 16 digit,24455486,____,"37.5411, 126.8454",¹ì°¨,2000,¹ì_,2022.12.4 0:35
li,ê¹_,3.45267E+14,American Express,12449635,___,"37.4843, 127.0206",__¼ìê³_¸°ê¹ì¹__ê°2¸ë_,14000,¹ì_,2022.12.4 13:10
mgim,ê¹±í_,4.59739E+15,JCB 16 digit,21605646,3Mì¹´ì´ì_,"37.5219, 126.8579",ì¹¼êµ­,3000,¹ì_,2022.12.4 5:56
gimcaeweon,ë¯¼ì_,3.56342E+15,Maestro,24015699,ëª¨ì_ë¥´í_¼ì_¸í_,"37.654, 127.0352",_êµ,5000,¹ì_,2022.12.4 4:25
baeyeweon,ê¹ì§,5.01807E+11,JCB 16 digit,16185875,ê°°ì_ê³¼ê¸°ê³µì_,"37.4676, 126.8865",ê¹ì¹__ê°,6000,¹ì_,2022.12.3 16:13
gimyeongil,ê¹__,4.04621E+15,JCB 16 digit,26380414,__ë¶__,"37.6337, 127.0345",__ë¦¬ì¹´,1000,¹ì_,2022.11.29 1:03
ycoe,¤í_ì£,4.31898E+18,VISA 19 digit,17157886,¹ê_,"37.5349, 126.8376",__ë©,3000,¹ì_,2022.12.5 19:59
sunjai,ë°_±´,6.54097E+15,JCB 15 digit,25809770,__°ë¬¼ì¢__ì§__,"37.4999, 126.9318",__,30000,¹ì_,2022.11.30 22:55
xgweon,_,4.31408E+15,Diners Club / Carte Blanche,11917278,¸ë_¼ë_ë¸,"37.5333, 126.8692",__,15000,¹ì_,2022.11.28 16:50
lgim,__,4.70601E+15,Discover,22228477,ì´__´ë¦°´ì_,"37.5717, 126.9913",ê¹ì¹__ê°,5000,¹ì_,2022.12.2 10:48
sumin32,´ê_,3.88972E+13,Diners Club / Carte Blanche,23027201,ê¹ì§¬ë¨¸ë¦¬ì_,"37.6344, 127.0335",__(¼ìê³_¸°)ì¤,14000,¹ì_,2022.11.29 11:52
seoyeoni,ë¬¸ì_,6.76217E+11,JCB 15 digit,25641263,___ë§_¦¬ì¹¼êµ­,"37.6701, 127.0812",¼ë_,30000,¹ì_,2022.12.5 4:01
iseonyeong,©ëê²,4.89428E+12,American Express,25657308,ë³´ì_,"37.5653, 126.981",ë³¶ì_ë°,6000,¹ì_,2022.12.5 6:17
jeongsuni,ë°__ì§,1.80089E+14,VISA 13 digit,12656834,ê¶_¤í__¦¬__ì¡±ë_,"37.5077, 126.9594",¡ë³¶ ,2000,¹ì_,2022.12.4 8:06
hwangseojun,ê¹__,3.54614E+15,JCB 16 digit,20078137,__°ì_ê¾¸ë,"37.5523, 126.8491",__ë©,4000,¹ì_,2022.12.1 10:40
iseoyeon,ê¹__,3.51252E+15,VISA 16 digit,22838207,__ë¶__,"37.5855, 127.0195",ì»¤í_,7000,¹ì_,2022.11.28 12:24
jgim,ê¹ê±´ì_,1.80041E+14,VISA 16 digit,24914907,ì°¸í__¹¨,"37.552, 127.1494",__ê¸°ì½©_¬¼ë°,4000,¹ì_,2022.12.2 18:03
coedoyun,__ë¯,5.6789E+11,JCB 16 digit,27678465,___ì°¨ë_ë²__,"37.6074, 126.9243",¬ì_¸í_ë£,8000,¹ì_,2022.11.30 16:19
caeweonson,ê¹±í_,3.76177E+14,Discover,24512410,¡ì___ë¬¸êµ¬,"37.6527, 126.9378",__ë©,3000,¹ì_,2022.12.1 18:21
mijeongyang,ê¹ë¯¸ê²½,6.01159E+15,Diners Club / Carte Blanche,11804153,__ëª¨ë_´ë_ë¡___,"37.5113, 127.0981",ì§¬ë_,6000,¹ì_,2022.12.1 12:10
jieungim,ë°__,2.2799E+15,JCB 16 digit,23103390,_¤ì_,"37.4875, 126.8387",¼ê²¹(__ 180g),5900,¹ì_,2022.11.29 20:29
jeonhyeonji,ê°__ë¯,3.03297E+13,JCB 15 digit,25834799,¤ì_¸ë_¤ì»¤,"37.4858, 127.0206",__,15000,¹ì_,2022.12.4 5:23
hyeonjun35,ìµ__ì¤,3.00563E+13,VISA 19 digit,12243936,____,"37.5701, 126.9996",ë¹__ë°,5000,¹ì_,2022.12.4 7:47
junhyeog75,ê¹ê´__,3.58998E+15,VISA 16 digit,17261780,´ë¦¬¤í_¼ì_ë§__,"37.559, 126.9249",ì»¤í_,7000,¹ì_,2022.12.2 4:31
cgim,ì¡°ê²½,60403597481,Mastercard,16025975,____ì§,"37.5088, 127.0645",__ê¸(200g êµ_),25000,¹ì_,2022.12.2 2:04
tgim,ë°__ì²,4.39878E+12,JCB 16 digit,23060270,¸ë_,"37.542, 126.8368",ë¯¸ì_ë£(ì»¤í_),5000,¹ì_,2022.12.5 20:21
jeongjinho,ê¹_,3.43151E+14,JCB 16 digit,12053769,BHCì¹__ê°_¡±_,"37.4971, 127.1356",ë¹__ë°,6000,¹ì_,2022.12.2 18:08
sgim,ê°__ë¯,4.39506E+12,VISA 13 digit,22822017,¤ê¾¸ê¼¬ë_ì²__,"37.497, 127.1497",´ì_ë£(±ì_ì»¤í_),8000,¹ì_,2022.11.29 19:15
wgweon,ê¹_,2.27418E+15,JCB 15 digit,20610962,ì¤¸í_,"37.4924, 126.8825",¼ê²¹(__ 180g),5900,¹ì_,2022.12.5 4:16
junhyeog64,ê¹__,6.01129E+15,Mastercard,24938212,GS25,"37.5369, 127.1159",__ë³¶ì_,5000,¹ì_,2022.12.3 20:26
ai,__ì¤,3.53478E+15,Discover,16583279,ì¢_ë¶__,"37.5334, 127.0919",__,25000,¹ì_,2022.12.4 20:35
gwagyeonggil,ê¹_,2.13105E+14,JCB 16 digit,24626983,´ì_¸í_¼ì_´ê_µì_,"37.5848, 126.8782",¤ë_,6000,¹ì_,2022.12.1 19:54
junseobag,ê¹±ë,3.57119E+15,VISA 13 digit,23213754,ê¸___£¸,"37.5648, 127.0131",_©´(ë¬),5000,¹ì_,2022.11.29 16:21
gimdohyeon,´ì,60430243182,Maestro,26514424,¸í_______,"37.5694, 126.989",ì¡°ë¦¬¼ë©´,2000,¹ì_,2022.12.1 15:08
hyeonji72,_,6.51866E+15,JCB 16 digit,25729403,__,"37.5337, 126.9565",ë¹__êµ_ ,5000,¹ì_,2022.12.2 21:00
misuggim,ë°__,4.23539E+18,Maestro,17745074,ë©_ì§_ª©,"37.5128, 126.8557", ê°__ ,6000,¹ì_,2022.12.3 13:04
ijunhyeog,ê¹_,4.6024E+15,Maestro,24519955,ë§_¬¼__,"37.4747, 126.9666",__,7000,¹ì_,2022.12.1 16:17
seongmin08,ì§±ë,3.43795E+14,JCB 16 digit,19987975,´ë_ì¹¼êµ­,"37.5107, 127.0945",¼ìê°__(300g),12000,¹ì_,2022.12.5 23:52
gyeonghyiseo,ê¹__,3.77175E+14,American Express,21014664,¤ì_____¥ì_ë¹__¼í,"37.5072, 127.0742",__ì°__,6000,¹ì_,2022.12.5 17:08
sanghunbag,´ì_,4.23019E+12,American Express,16070939,_¡­,"37.5639, 126.831",_,6000,¹ì_,2022.12.5 11:17
seonghyeon26,ë°__,6.76301E+11,Diners Club / Carte Blanche,16219706,CU,"37.4824, 126.8828",__,20000,¹ì_,2022.11.29 17:15
jinho76,ê¹__,3.57295E+15,VISA 13 digit,26253035,_êµ_ê°,"37.4889, 127.0686",__ë°±ë_,7000,¹ì_,2022.11.28 10:09
ngim,ê¹__,4.05548E+18,Discover,22995688,ë¯¸ë¦¼__,"37.5506, 127.1717",¼ìêµ°¥,7000,¹ì_,2022.12.2 22:14
gimdonghyeon,¡ì_,4.08908E+12,Discover,24880213,__¹êµ¬,"37.5693, 126.9163",_©´,6000,¹ì_,2022.11.30 10:04
janghyeonjun,ë°__ì²,3.0152E+13,JCB 16 digit,20873857,ê¸°ì_ëª¨í_¤ì_ë¡¬ëë¦¬ì_,"37.5102, 127.1117",ê¹ì¹_°±ë°,5000,¹ì_,2022.12.5 4:49
ygweon,ê¹ì§,3.55205E+15,Discover,16172983,¼í_¬ì°¨,"37.5567, 126.9265",ì»¤í_,7000,¹ì_,2022.11.29 22:00
yeongho29,ê³__,4.36625E+15,JCB 15 digit,19911320,ì´_°¥,"37.5072, 127.0742",¼ë¨¸,20000,¹ì_,2022.11.29 12:49
jangjeongsig,ìµ__,4.13851E+15,American Express,25328488,__¤ë_,"37.5894, 127.0934",ì»¤í_(__),5000,¹ì_,2022.12.3 21:20
rmun,ë°__,4.41935E+12,Discover,24668079,±ì_ë©__ì¹¼ì_,"37.5466, 127.1704",ì¹¼êµ­,5000,¹ì_,2022.12.5 3:14
namjaeho,¡ì_,6.54459E+15,Mastercard,26226020,__¸ê°êµ¬´ì_¹ê_ë§¤ì_,"37.5183, 127.0338",ì¹¼êµ­,3800,¹ì_,2022.11.29 19:26
yeongili,ê¹__,4.32528E+15,Mastercard,26009701,Tê³¨í_´ë_,"37.5531, 127.1283",ì»¤í_,10000,¹ì_,2022.12.3 6:01
jungsugim,ê¹__,3.55808E+15,Mastercard,22627377,__ê³µì_ì¤__¬ì_ë¬´ì_,"37.5773, 127.0644",__ ,7000,¹ì_,2022.11.30 11:58
iyeongmi,ë°__,2.71938E+15,Discover,12619609,CU¼í_±ì_,"37.5117, 127.0408",ì»·í_,6000,¹ì_,2022.12.2 15:30
gimjaehyeon,¡ì,4.88276E+12,VISA 16 digit,23319706,©ë_ê³µì_ì¤__¬ì_ë¬´ì_,"37.501, 127.0989",__ë³¶ì_,4900,¹ì_,2022.12.1 18:44
gimseoyeong,ê¹ë¯¼ì_,4.64938E+18,VISA 13 digit,24918031,©í_,"37.6616, 127.0561",__,20000,¹ì_,2022.11.28 15:31
jeongnamcoe,ê¹±ì_,3.58727E+15,VISA 16 digit,17202768,___²½,"37.5721, 127.1745",¤ë_,7000,¹ì_,2022.12.2 7:32
ggang,ê¹,4.06963E+12,VISA 13 digit,22420286,__,"37.5838, 127.0344",__,35000,¹ì_,2022.11.30 15:19
rgim,ìµ_²½,3.57314E+15,VISA 13 digit,12491385,ë¦¬ì_ë¦¬í_ë¦¬í___,"37.5439, 127.0572",ë¬µìì§¼ê²¹(200g),12000,¹ì_,2022.12.4 18:42
hcoe,ë°__,6.55889E+15,Discover,16604803,__ë¯¸ì_,"37.5878, 126.9139",ê¹ì¹__ê°,6000,¹ì_,2022.12.1 9:15
bagmijeong,ê¹°ì_,3.00064E+13,American Express,26436061,ì¶__ì¶____ê¸,"37.4946, 127.0374",__,25000,¹ì_,2022.11.29 22:38
hgim,ê¹ë¯¼ì,3.5186E+15,VISA 19 digit,23140254,ê²,"37.459, 126.9004",ì§¬ë_,5500,¹ì_,2022.12.1 6:54
ci,ë°__,3.59579E+15,Mastercard,24095529,´í__·°,"37.6574, 127.0282",_³¼¼ì,3000,¹ì_,2022.11.29 6:14
qhwang,ê¹__,2.13128E+14,VISA 13 digit,16183231,±ì_¬ì_,"37.5454, 127.0653",¼ê²¹(200g),13000,¹ì_,2022.12.3 9:05
yeongja76,__,2.13159E+14,VISA 16 digit,24637955,ì¡°ì___ë³µì_êµ¬ì_,"37.5053, 126.9891",ì»·í_,6000,¹ì_,2022.12.4 14:53
caeweon99,ê¹ëª__,6.01162E+15,Mastercard,17000232,°ì¹¸,"37.5259, 127.0449",__,25000,¹ì_,2022.12.2 5:11
gimyeeun,ë¬¸ì_,3.70742E+14,Mastercard,16262861,ê¸°ë_ë¶__,"37.5701, 126.9996",ì½©ë_ë¬¼êµ­ë°,5000,¹ì_,2022.11.28 19:31
yangogsun,¨ì_ì¤,4.32938E+15,Diners Club / Carte Blanche,16441200,__ë¦¼ê¸°__,"37.5139, 127.0206",ì»¤í_,7000,¹ì_,2022.11.30 18:14
seungmini,ê°__,3.0213E+13,American Express,22910230,__ì§__´ë_,"37.6663, 127.0797",_,4000,¹ì_,2022.12.3 15:50
psim,¤ì_,3.40112E+14,Mastercard,23996409,ë³¸ì___,"37.5517, 127.131",´ì_ë£(ì»¤í_),6000,¹ì_,2022.11.28 11:38
yeweon15,ê¹__,4.88446E+12,VISA 13 digit,16205086,¬ë¦°ë§¤ì_,"37.5673, 127.0792",ì§¬ë_,3500,¹ì_,2022.12.4 11:11
ibyeongceol,¤ëì¤,4.52532E+18,JCB 16 digit,24660842,ë³_¤í_,"37.5342, 127.1311",ì»¤í_,8000,¹ì_,2022.11.30 1:28
jiseonyeong,ë°__ì¤,2.25123E+15,JCB 15 digit,12491876,½ì___¡ì_,"37.5541, 127.0096",__ë©,6000,¹ì_,2022.12.2 9:35
vgim,ë°_,3.01649E+13,VISA 13 digit,22815056,ê¸¸ì_ë°,"37.5615, 127.0875",ì½©ë_ë¬¼êµ­ë°,5000,¹ì_,2022.12.5 6:50
miyeonggim,ìµ__,4.34465E+15,VISA 16 digit,20384306,ì¢__,"37.5629, 127.0333",__,25000,¹ì_,2022.12.1 0:33
jeongjayang,ê¹__,2.23968E+15,Diners Club / Carte Blanche,12019033,__ì²³¼,"37.519, 126.8997",¬ì_ì»¤í_,10000,¹ì_,2022.12.1 16:51
hca,ë°__ë¯,4.30079E+15,VISA 16 digit,28282804,©ì___ê¸°êì¹__ê°,"37.5481, 126.9188",©í_´ì_êµ,5000,¹ì_,2022.11.30 7:55
hyeonjun44,__,1.80096E+14,VISA 16 digit,24307137,___ì°¨ê³µ__,"37.5262, 126.9961",__¼ê²¹,6000,¹ì_,2022.12.5 3:28
bgang,__,5.76386E+11,JCB 16 digit,20669039,_¬¸____,"37.5884, 127.0085",ë°±ë_,8000,¹ì_,2022.12.5 17:23
honghyeonu,¤ë,5.03806E+11,VISA 16 digit,21786858,ê´_£¼´ì_,"37.6329, 126.9195",__,30000,¹ì_,2022.12.5 18:30
gimjinu,ê¹ê²½ì_,6.58361E+15,JCB 16 digit,19976552,_¦¼ê±´ê_,"37.5884, 127.0608",´ì_ë£(ì»¤í_),6000,¹ì_,2022.11.30 12:06
sanghyeonyang,¡ì_,4.90842E+18,VISA 16 digit,12225874,ëª¨ì_ì½,"37.5677, 127.014",_©´,5000,¹ì_,2022.12.4 5:53
angyeongja,ìµ__,4.05586E+15,JCB 16 digit,16024050,¬ë¦¬ë¸__,"37.5651, 127.028",ì²µ­,7000,¹ì_,2022.12.2 20:25
gi,ë°__,3.04379E+13,JCB 16 digit,28502368,__ë¬¸êµ¬êµ_¨ë,"37.4885, 127.0161",ì»¤í_,6000,¹ì_,2022.12.4 10:43
jieungwag,êµ¬ê_,4.40415E+18,Discover,26045463,ê¸__,"37.4969, 127.0422",¤ë_,7000,¹ì_,2022.12.3 0:45
kgim,ê¹__,3.48032E+14,Discover,16760268,ë³´ê___ê³µì_ì¤__¬ì_ë¬´ì_,"37.5268, 127.0001",ê¸°ë³¸,39000,¹ì_,2022.11.30 10:48
yi,__,4.27611E+12,Discover,26214208,ë¹¨ê_ì§ë¶__,"37.5309, 127.0848",±ì_,26000,¹ì_,2022.12.1 21:05
yangseohyeon,ê¹__,2.13132E+14,VISA 16 digit,26294536,__¸í_,"37.5848, 126.8782",__ì°__,6000,¹ì_,2022.11.30 13:46
ygim,ë°__ë¯,4.03899E+12,Mastercard,16027152,Foresta,"37.5265, 127.0416",ì§¬ë_,4000,¹ì_,2022.12.3 7:12
ui,¤ë_ì²,4.02621E+18,VISA 13 digit,28343983,__¤ì_,"37.6038, 127.0267",ì»¤í_,8000,¹ì_,2022.11.29 9:12
gojihun,¨ì_ë¹,4.69972E+18,Mastercard,17250679,ë¯¸ì_°ë_,"37.4694, 126.8968",´ì_ë£(ì»¤í_),7000,¹ì_,2022.12.4 15:58
rbag,ì§__,3.41843E+14,VISA 13 digit,16045462,ì»¤í___,"37.5658, 126.8414",ì¹¼êµ­,4000,¹ì_,2022.12.1 19:04
hyeonjuncoe,ê¹__,3.52412E+15,VISA 19 digit,12011554,____,"37.5041, 126.9404",ê¹ì¹__ê°__¥ì_ê°_°±ë°(__¹ì_),5000,¹ì_,2022.11.30 0:22
yeonggilgim,¡ëì§,3.51659E+15,JCB 15 digit,12038913,ë¯¼í_,"37.5873, 127.0289",_,4500,¹ì_,2022.12.5 0:46
minji68,ê°__,1.80097E+14,JCB 15 digit,12623513,__¤í___,"37.5375, 126.9658",¼ê²¹,11000,¹ì_,2022.11.30 2:09
yeongsugwag,ê¹__,3.50097E+15,JCB 15 digit,24956260,ì»¤ë_¤ì_½ì_´ë_,"37.6781, 127.0561",¼ìê°__,13000,¹ì_,2022.12.1 17:38
jim,ë¬¸ì_,4.13006E+12,JCB 15 digit,19997331,ì²___¥êµ­,"37.5412, 127.1403",__,7000,¹ì_,2022.12.4 0:10
egweon,°ì_ì§,6.01131E+15,JCB 16 digit,8792863,ë¬¸í_ë¬¸ê_,"37.5966, 126.9491",ê¹ì¹__ê°,5000,¹ì_,2022.11.28 15:24
jinubag,¥ì_,5.32688E+15,VISA 16 digit,9156457,±ê_,"37.5592, 126.9776",____,5000,¹ì_,2022.12.1 4:10
yeongil25,ë°__,3.80779E+13,VISA 16 digit,19987399,ì¹´í_ë°_¦¬¤í_¹´°ë,"37.4967, 127.0313",__¼ìê³_¸°ê¹ì¹__ê°2¸ë_,14000,¹ì_,2022.11.29 2:34
yujin76,¡ê²½,6.30429E+11,JCB 15 digit,25969628,ê°__¤í_¤ë_,"37.4739, 126.8854",__ì°__ë°±ë_,4500,¹ì_,2022.11.30 17:24
jiyeonbae,ë°±ìê²,2.2422E+15,JCB 15 digit,28513221,ê³__ë¯¼êë°¥ì_¥ì_,"37.4771, 127.1274",ê¹ì¹__ê°,7000,¹ì_,2022.11.28 19:24
sugjagang,__,4.46702E+12,Diners Club / Carte Blanche,25771030,°ì__¸°ì¡°ë_,"37.5984, 127.0803",__ë£,4000,¹ì_,2022.12.5 11:05
peom,ë¬¸ì_,3.74774E+14,VISA 16 digit,16600257,__¼ë_ë²__¬ì_,"37.5548, 126.9059",_êµ(êµ_),5000,¹ì_,2022.12.3 16:48
munminseog,´ì_,4.55971E+15,Discover,17254181,ì¼´ì__²´,"37.5015, 127.1478",ì¹¼êµ­,5000,¹ì_,2022.11.29 4:16
jeongjasim,ë°__ì§,5.3262E+15,JCB 16 digit,25031179,´ì_,"37.6326, 127.0517",__ë¦¬ì¹´,2400,¹ì_,2022.11.30 17:52
ggim,ë°°ê²½,3.02001E+13,VISA 16 digit,22487055,__ê³µì_ì¤__¬ì_ë¬´ì_,"37.5117, 126.9023",ì§¬ë_,7000,¹ì_,2022.11.29 2:18
yunseogim,ê¹¥ì_,4.88709E+18,Diners Club / Carte Blanche,22976181,¤ì_°ì_,"37.56, 127.1541", __ì°__ ,4000,¹ì_,2022.12.5 21:10
yeongjino,´ì_ê¸,2.13169E+14,JCB 15 digit,25649603,¹ì£¼ê±´ì___ë°±í_,"37.6136, 127.0544",ë°±ë_,7000,¹ì_,2022.11.30 6:52
gimjeonghyi,ê¹__,4.53676E+12,VISA 19 digit,11797736,__¬ì½©_¬¼ì§,"37.5231, 126.8325",ì§__ë©,3000,¹ì_,2022.12.5 9:33
heojongsu,ê°_£¼,4.23843E+18,VISA 16 digit,23326487,259,"37.5548, 127.0708",___°°ê¸,6000,¹ì_,2022.11.29 20:24
sanghyeon52,__,4.45254E+15,VISA 13 digit,23331682,ì°½í_ê³µì_,"37.4778, 126.9348",ëª©ì_ê¹ì¹__ê°,6000,¹ì_,2022.11.30 10:44
ihan,ê¹ì¤,3.79332E+14,VISA 19 digit,24395583,__ë§__,"37.5213, 127.1049",ì¹´í_&#46580;,2500,¹ì_,2022.11.30 3:40
seungminjang,ë°__ì²,2.13164E+14,JCB 16 digit,12067864,GS25,"37.5773, 127.0701",¼ê²¹,11000,¹ì_,2022.11.29 22:19
yeeun34,ì§ì§,4.86571E+15,JCB 15 digit,24942672,¤ì___,"37.5159, 126.9063",ì»·í_(±ì_),7000,¹ì_,2022.12.5 3:41
vgim,´ë,5.80689E+11,JCB 16 digit,17250168,ë°____,"37.5555, 126.9178",¤ë_,8000,¹ì_,2022.11.29 1:15
sanghogweon,__ì§,4.79834E+12,Diners Club / Carte Blanche,12668637,°í___,"37.5668, 126.9279",ì²µ­,6000,¹ì_,2022.12.2 8:51
thwang,ë°__ì²,3.83024E+13,JCB 16 digit,16429619,ë¶°ë³µì§,"37.5583, 126.9728",¤ë¦¬ë¡__ì£¼ë¬¼(200g),8000,¹ì_,2022.11.30 12:46
gimgwangsu,´ì_,4.09148E+18,JCB 16 digit,12646398,¼í_¼ì_±ë_´ë_,"37.4783, 127.1194",__ì°__,7000,¹ì_,2022.12.4 10:08
jojunseo,ê¹__,3.00787E+13,JCB 16 digit,13182736,ë§_¦¬¨ì_237,"37.5683, 126.8973",ë¨¸ë¦¬ ê³_¸°,7000,¹ì_,2022.12.4 1:11
egim,ìµ_,2.13162E+14,American Express,22744082,__°í_ì¹,"37.5485, 127.071",ë¹__ë°,3500,¹ì_,2022.11.29 15:35
seoyeong21,ë°_±´,4.61347E+15,Diners Club / Carte Blanche,23512693,°ì_,"37.4895, 126.8394",¹ì_,40000,¹ì_,2022.12.4 7:10
yugwangsu,__ì¤,6.58033E+15,JCB 16 digit,25665631,ê¹ë°¥ì_êµ,"37.5161, 126.9063",ë¶__ê¸,9000,¹ì_,2022.11.30 12:39
yeonghwan82,´ê²½,5.67366E+11,VISA 19 digit,20482145,_ª¨¬ì»¤,"37.6377, 127.0226",__ì°__,6000,¹ì_,2022.12.4 9:49
joeunju,ê¹±ì_,2.13122E+14,American Express,24994119,ê³µì£¼ê³µì_,"37.5803, 126.8989",__ë©,3000,¹ì_,2022.12.2 6:44
jeonghun04,ë°__ë¯,5.7545E+11,VISA 13 digit,24908739,__¤ì_¤í_,"37.606, 127.0947",¸í_ë£,6000,¹ì_,2022.11.30 2:48
areum36,´ì,3.04697E+13,JCB 16 digit,20077889,__ë¯¸ì_,"37.5963, 126.9116",ê¹ë°,2000,¹ì_,2022.11.29 22:10
gimogja,êµ¬ì_,5.02062E+11,Diners Club / Carte Blanche,22454801,__¤í_ë¦°ê³¨__,"37.5412, 126.8332",ë³´ì_ì£¼ë_ ê°__(2),33000,¹ì_,2022.11.28 19:54
kjin,ë°__,3.5836E+15,VISA 19 digit,24298077,__ê´ë¦¬ê³µ-¸í_·ì_ê¸°ê_,"37.5716, 127.036",__ë¦¬ì¹´,2400,¹ì_,2022.12.1 1:34
eunyeongan,´ì_,4.34914E+15,Mastercard,26446901,ì½__ë¦¬ì¡°ë¦¼ë___,"37.5324, 127.0816",__ë©,3000,¹ì_,2022.12.4 20:05
hyeonjeong42,¤ê²½,2.70404E+15,Diners Club / Carte Blanche,20034848,ê¸__¸ì_ì§,"37.4789, 126.9768",__ì°__,5000,¹ì_,2022.11.30 15:30
sujingim,__,1.80009E+14,JCB 16 digit,16609135,ë¯¸ì_ê³µì_ì¤__¬ì_ë¬´ì_,"37.5497, 126.9172",ì¹¡ë¬¼_©´,7000,¹ì_,2022.11.29 16:02
seongjingim,ê¹¬í_,3.44071E+14,Discover,12647310,____,"37.4447, 126.9011",ì»¤í_,12000,¹ì_,2022.12.1 15:07
fbag,ë°°ì_,2.2555E+15,Maestro,22384348,____,"37.5286, 126.9931",ì»¤í_,8000,¹ì_,2022.11.30 22:35
gyeongja23,¤ë_ì²,2.13196E+14,VISA 16 digit,17116656,ë¦¬ì___,"37.6392, 127.0249",__,25000,¹ì_,2022.12.5 0:34
eunyeongi,ë°__,3.59331E+15,American Express,11771426,ë°ë¥´ëª½,"37.6078, 127.0286",__,15000,¹ì_,2022.12.4 1:16
di,__,4.44973E+15,Diners Club / Carte Blanche,24034306,____,"37.6267, 127.0793",ë°±ë_,6000,¹ì_,2022.11.28 20:50
obag,ê¹__,3.01327E+13,Maestro,22938901,ë¹_ê´__,"37.537, 126.8345",¬ì_ì´¬ì_ë£,10000,¹ì_,2022.12.1 20:50
yejunseo,ìµ__,4.48629E+15,VISA 16 digit,24465524,¤í_ì°__,"37.5092, 127.0074",¼ê_,12000,¹ì_,2022.12.4 22:04
ieunseo,°ë³´,2.71854E+15,VISA 16 digit,12054769,ì»´ë_°ì_ì²_,"37.5832, 126.9825",¬ì_ì´¬ì_ë£(ì¦__8ë§),15000,¹ì_,2022.11.29 8:26
seunghyeon09,©ì_,3.48695E+14,VISA 16 digit,22784964,ì§ìº__´ë_,"37.5746, 127.0716",ê°ì¡±ì_ì§ 24R,198000,¹ì_,2022.12.1 22:06
ijeongsig,ê¹__,3.50535E+15,VISA 16 digit,22475935,__ë¬¼í_¸ë§¤,"37.5255, 126.863",__,25000,¹ì_,2022.12.1 8:17
cseo,__ë¯,4.73336E+12,JCB 15 digit,24156344,ë¬´ì__¬¼,"37.616, 126.9094",ê¹ë°,2000,¹ì_,2022.12.2 6:14
ggim,±í_ì¤,4.20331E+15,Mastercard,24348464,°í___,"37.57, 126.9212",__ë·__,6000,¹ì_,2022.12.2 22:27
